Country, Variable, Unit, Symbol,"""2020""",
South Sudan,SDG 6.4.2. Water Stress, %, E,4.23,
South Sudan, Services, value added to GDP, current US$, X,9012991383
South Sudan, Total area of the country (excl. coastal water),1000 ha, E,63391,
South Sudan, Total freshwater withdrawal,10^9 m3/year, I,0.66,
South Sudan, Total population,1000 inhab, X,11193.73,
South Sudan, Total water withdrawal,10^9 m3/year, I,0.66,
South Sudan, Total water withdrawal per capita,m3/inhab/year, E,58.78,
South Sudan, Urban population,1000 inhab, X,2749.06,
Sudan, % of agricultural GVA produced by irrigated agriculture, %, E,22.91,
Sudan, % of total country area cultivated, %, E,11.29,
Sudan, Agricultural water withdrawal,10^9 m3/year, I,25.91,
Sudan, Agricultural water withdrawal as % of total renewable water resources, %, E,68.54,
Sudan, Agricultural water withdrawal as % of total water withdrawal, %, I,96.19,
Sudan, Agriculture, value added (% GDP), %, X,21.4
Sudan, Agriculture, value added to GDP, current US$, X,13280566989
Sudan, Arable land area,1000 ha, X,20994.84,
Sudan, Area equipped for irrigation by direct use of not treated municipal wastewater,1000 ha, I,2.8,
Sudan, Cultivated area (arable land + permanent crops),1000 ha, X,21210.84,
Sudan, Environmental Flow Requirements,10^9 m3/year, I,15.1,
Sudan,GDP Deflator (2015), , X,66.53,
Sudan, GDP per capita, current US$/inhab, X,1415.24,
Sudan,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.59,
Sudan, Gross Domestic Product (GDP), current US$, X,62057377923,
Sudan,Human Development Index (HDI) [highest = 1], , I,0.51,
Sudan, Industrial water withdrawal,10^9 m3/year, I,0.07,
Sudan, Industrial water withdrawal as % of total water withdrawal, %, I,0.28,
Sudan, Industry, value added to GDP, current US$, X,12746549412
Sudan,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,71.26,
Sudan, Municipal water withdrawal,10^9 m3/year, I,0.95,
Sudan, Municipal water withdrawal as % of total withdrawal, %, I,3.53,
Sudan,Number of people undernourished (3-year average),1000 inhab, X,5000,
Sudan, Permanent crops area,1000 ha, X,216,
Sudan, Population density,inhab/km2, E,23.35,
Sudan,Prevalence of undernourishment (3-year average), %, X,11.7,
Sudan, Produced municipal wastewater,10^9 m3/year, I,0.48,
Sudan, Rural population,1000 inhab, X,28191.78,
Sudan,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,255.44,
Sudan,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.18,
Sudan,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,56.57,
Sudan,SDG 6.4.1. Water Use Efficiency,US$/m3, I,2.88,
Sudan,SDG 6.4.2. Water Stress, %, E,118.66,
Sudan, Services, value added to GDP, current US$, X,35755415569
Sudan, Total area of the country (excl. coastal water),1000 ha, E,187800,
Sudan, Total freshwater withdrawal,10^9 m3/year, I,26.93,
Sudan, Total population,1000 inhab, X,43849.26,
Sudan, Total water withdrawal,10^9 m3/year, I,26.93,
Sudan, Total water withdrawal per capita,m3/inhab/year, E,614.26,
Sudan, Urban population,1000 inhab, X,15349.42,
Syrian Arab Republic, % of agricultural GVA produced by irrigated agriculture, %, E,40.8,
Syrian Arab Republic, % of total country area cultivated, %, E,30.96,
Syrian Arab Republic, Agricultural water withdrawal,10^9 m3/year, I,14.67,
Syrian Arab Republic, Agricultural water withdrawal as % of total renewable water resources, %, I,87.31,
Syrian Arab Republic, Agricultural water withdrawal as % of total water withdrawal, %, E,87.53,
Syrian Arab Republic, Agriculture, value added (% GDP), %, X,20.6
Syrian Arab Republic, Agriculture, value added to GDP, current US$, X,3207466514
Syrian Arab Republic, Arable land area,1000 ha, X,4662,
Syrian Arab Republic, Area equipped for irrigation by direct use of not treated municipal wastewater,1000 ha, I,40,
Syrian Arab Republic, Area equipped for irrigation by direct use of treated municipal wastewater,1000 ha, I,9,
Syrian Arab Republic, Cultivated area (arable land + permanent crops),1000 ha, X,5733,
Syrian Arab Republic, Direct use of agricultural drainage water,10^9 m3/year, I,2.25,
Syrian Arab Republic, Direct use of not treated municipal wastewater for irrigation purposes,10^9 m3/year, I,0.42,
Syrian Arab Republic, Direct use of treated municipal wastewater,10^9 m3/year, I,0.55,
Syrian Arab Republic, Direct use of treated municipal wastewater for irrigation purposes,10^9 m3/year, I,0.36,
Syrian Arab Republic, Environmental Flow Requirements,10^9 m3/year, I,5.57,
Syrian Arab Republic,GDP Deflator (2015), , X,75.31,
Syrian Arab Republic, GDP per capita, current US$/inhab, X,889.82,
Syrian Arab Republic,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.53,
Syrian Arab Republic, Gross Domestic Product (GDP), current US$, X,15572352320,
Syrian Arab Republic,Human Development Index (HDI) [highest = 1], , I,0.55,
Syrian Arab Republic, Industrial water withdrawal,10^9 m3/year, I,0.62,
Syrian Arab Republic, Industrial water withdrawal as % of total water withdrawal, %, E,3.67,
Syrian Arab Republic, Industry, value added to GDP, current US$, X,4609240843
Syrian Arab Republic, Irrigation water requirement,10^9 m3/year, I,7.12,
Syrian Arab Republic,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,83.11,
Syrian Arab Republic, Municipal water withdrawal,10^9 m3/year, I,1.48,
Syrian Arab Republic, Municipal water withdrawal as % of total withdrawal, %, E,8.8,
Syrian Arab Republic, Not treated municipal wastewater,10^9 m3/year, I,0.82,
Syrian Arab Republic, Not treated municipal wastewater discharged (secondary water),10^9 m3/year, I,0.31,
Syrian Arab Republic, Number of municipal wastewater treatment facilities, , I,7,
Syrian Arab Republic, Permanent crops area,1000 ha, X,1071,
Syrian Arab Republic, Population density,inhab/km2, E,94.51,
Syrian Arab Republic, Produced municipal wastewater,10^9 m3/year, I,1.37,
Syrian Arab Republic, Rural population,1000 inhab, X,8426.16,
Syrian Arab Republic,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,9.95,
Syrian Arab Republic,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.12,
Syrian Arab Republic,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,6.98,
Syrian Arab Republic,SDG 6.4.1. Water Use Efficiency,US$/m3, I,1.08,
Syrian Arab Republic,SDG 6.4.2. Water Stress, %, E,124.36,
Syrian Arab Republic, Services, value added to GDP, current US$, X,7755642896
Syrian Arab Republic, Total area of the country (excl. coastal water),1000 ha, E,18518,
Syrian Arab Republic, Total freshwater withdrawal,10^9 m3/year, E,13.96,
Syrian Arab Republic, Total population,1000 inhab, X,17500.66,
Syrian Arab Republic, Total water withdrawal,10^9 m3/year, E,16.76,
Syrian Arab Republic, Total water withdrawal per capita,m3/inhab/year, E,957.7,
Syrian Arab Republic, Treated municipal wastewater,10^9 m3/year, I,0.55,
Syrian Arab Republic, Treated municipal wastewater discharged (secondary water),10^9 m3/year, I, ,
Syrian Arab Republic, Urban population,1000 inhab, X,10498.28,
Tajikistan, % of agricultural GVA produced by irrigated agriculture, %, E,81.99,
Tajikistan, % of total country area cultivated, %, E,7.36,
Tajikistan, Agricultural water withdrawal,10^9 m3/year, I,7.38,
Tajikistan, Agricultural water withdrawal as % of total renewable water resources, %, I,33.67,
Tajikistan, Agricultural water withdrawal as % of total water withdrawal, %, E,74.53,
Tajikistan, Agriculture, value added (% GDP), %, X,22.61
Tajikistan, Agriculture, value added to GDP, current US$, X,1807780028
Tajikistan, Arable land area,1000 ha, X,839.4,
Tajikistan, Area equipped for irrigation by direct use of treated municipal wastewater,1000 ha, I,25.2,
Tajikistan, Capacity of the municipal wastewater treatment facilities,10^9 m3/year, I,0.09,
Tajikistan, Collected municipal wastewater,10^9 m3/year, I, ,
Tajikistan, Cultivated area (arable land + permanent crops),1000 ha, X,1041,
Tajikistan, Desalinated water produced,10^9 m3/year, I, ,
Tajikistan, Direct use of agricultural drainage water,10^9 m3/year, I,0.3,
Tajikistan, Direct use of treated municipal wastewater,10^9 m3/year, I, ,
Tajikistan, Environmental Flow Requirements,10^9 m3/year, I,6.75,
Tajikistan, Fresh groundwater withdrawal,10^9 m3/year, I,0.54,
Tajikistan, Fresh surface water withdrawal,10^9 m3/year, I,10.06,
Tajikistan,GDP Deflator (2015), , X,68.8,
Tajikistan, GDP per capita, current US$/inhab, X,838.45,
Tajikistan,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.36,
Tajikistan, Gross Domestic Product (GDP), current US$, X,7996848138,
Tajikistan,Human Development Index (HDI) [highest = 1], , I,0.66,
Tajikistan, Industrial water withdrawal,10^9 m3/year, I,1.61,
Tajikistan, Industrial water withdrawal as % of total water withdrawal, %, E,16.26,
Tajikistan, Industry, value added to GDP, current US$, X,1595126239
Tajikistan, Irrigation water requirement,10^9 m3/year, I,4.28,
Tajikistan, Irrigation water withdrawal,10^9 m3/year, I,7.38,
Tajikistan,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,48.39,
Tajikistan, Municipal water withdrawal,10^9 m3/year, I,0.91,
Tajikistan, Municipal water withdrawal as % of total withdrawal, %, E,9.21,
Tajikistan, Not treated municipal wastewater,10^9 m3/year, I,4.55,
Tajikistan,Number of people undernourished (3-year average),1000 inhab, X,900,
Tajikistan, Permanent crops area,1000 ha, X,201.6,
Tajikistan, Population density,inhab/km2, E,67.46,
Tajikistan,Prevalence of undernourishment (3-year average), %, X,9.2,
Tajikistan, Produced municipal wastewater,10^9 m3/year, I,0.34,
Tajikistan, Rural population,1000 inhab, X,6868.97,
Tajikistan,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,1.44,
Tajikistan,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.29,
Tajikistan,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,6.16,
Tajikistan,SDG 6.4.1. Water Use Efficiency,US$/m3, I,1.02,
Tajikistan,SDG 6.4.2. Water Stress, %, E,69.94,
Tajikistan, Services, value added to GDP, current US$, X,3865106129
Tajikistan, Total area of the country (excl. coastal water),1000 ha, E,14138,
Tajikistan, Total freshwater withdrawal,10^9 m3/year, I,10.6,
Tajikistan, Total population,1000 inhab, X,9537.65,
Tajikistan, Total water withdrawal,10^9 m3/year, E,9.9,
Tajikistan, Total water withdrawal per capita,m3/inhab/year, E,1037.99,
Tajikistan, Treated municipal wastewater,10^9 m3/year, I,0.21,
Tajikistan, Treated municipal wastewater discharged (secondary water),10^9 m3/year, I,0.15,
Tajikistan, Urban population,1000 inhab, X,2606.27,
Tajikistan, Water withdrawal for aquaculture,10^9 m3/year, I,7.95,
Tajikistan, Water withdrawal for cooling of thermoelectric plants,10^9 m3/year, I, ,
Togo, % of agricultural GVA produced by irrigated agriculture, %, E,0.09,
Togo, % of total country area cultivated, %, E,49.66,
Togo, Agricultural water withdrawal,10^9 m3/year, I,0.08,
Togo, Agricultural water withdrawal as % of total renewable water resources, %, I,0.52,
Togo, Agricultural water withdrawal as % of total water withdrawal, %, E,34.08,
Togo, Agriculture, value added (% GDP), %, X,19.93
Togo, Agriculture, value added to GDP, current US$, X,1423891909
Togo, Arable land area,1000 ha, X,2650,
Togo, Cultivated area (arable land + permanent crops),1000 ha, X,2820,
Togo, Environmental Flow Requirements,10^9 m3/year, I,8.13,
Togo,GDP Deflator (2015), , X,106.17,
Togo, GDP per capita, current US$/inhab, X,863.14,
Togo,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.59,
Togo, Gross Domestic Product (GDP), current US$, X,7145736991,
Togo,Human Development Index (HDI) [highest = 1], , I,0.51,
Togo, Industrial water withdrawal,10^9 m3/year, I,0.01,
Togo, Industrial water withdrawal as % of total water withdrawal, %, E,2.83,
Togo, Industry, value added to GDP, current US$, X,1210235376
Togo, Irrigation water requirement,10^9 m3/year, I,0.01,
Togo, Irrigation water withdrawal,10^9 m3/year, I,0.05,
Togo,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,1.52,
Togo, Municipal water withdrawal,10^9 m3/year, I,0.14,
Togo, Municipal water withdrawal as % of total withdrawal, %, E,63.09,
Togo,Number of people undernourished (3-year average),1000 inhab, X,1600,
Togo, Permanent crops area,1000 ha, X,170,
Togo, Population density,inhab/km2, E,145.78,
Togo,Prevalence of undernourishment (3-year average), %, X,20.1,
Togo, Rural population,1000 inhab, X,4795.83,
Togo,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,180.93,
Togo,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.02,
Togo,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,25.77,
Togo,SDG 6.4.1. Water Use Efficiency,US$/m3, I,21.38,
Togo,SDG 6.4.2. Water Stress, %, E,3.39,
Togo, Services, value added to GDP, current US$, X,3849512785
Togo, Total area of the country (excl. coastal water),1000 ha, E,5679,
Togo, Total freshwater withdrawal,10^9 m3/year, E,0.22,
Togo, Total population,1000 inhab, X,8278.72,
Togo, Total water withdrawal,10^9 m3/year, E,0.22,
Togo, Total water withdrawal per capita,m3/inhab/year, E,26.94,
Togo, Urban population,1000 inhab, X,3588.46,
Togo, Water withdrawal for livestock (watering and cleaning),10^9 m3/year, I,0.03,
Uganda, % of agricultural GVA produced by irrigated agriculture, %, E,0.13,
Uganda, % of total country area cultivated, %, E,37.67,
Uganda, Agricultural water withdrawal,10^9 m3/year, I,0.26,
Uganda, Agricultural water withdrawal as % of total renewable water resources, %, I,0.43,
Uganda, Agricultural water withdrawal as % of total water withdrawal, %, I,40.66,
Uganda, Agriculture, value added (% GDP), %, X,23.74
Uganda, Agriculture, value added to GDP, current US$, X,9188000936
Uganda, Arable land area,1000 ha, X,6900,
Uganda, Cultivated area (arable land + permanent crops),1000 ha, X,9100,
Uganda, Environmental Flow Requirements,10^9 m3/year, I,49.17,
Uganda,GDP Deflator (2015), , X,108.49,
Uganda, GDP per capita, current US$/inhab, X,846.12,
Uganda,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.54,
Uganda, Gross Domestic Product (GDP), current US$, X,38702219869,
Uganda,Human Development Index (HDI) [highest = 1], , I,0.53,
Uganda, Industrial water withdrawal,10^9 m3/year, I,0.05,
Uganda, Industrial water withdrawal as % of total water withdrawal, %, I,7.85,
Uganda, Industry, value added to GDP, current US$, X,9126390299
Uganda, Irrigation water requirement,10^9 m3/year, I,0.06,
Uganda,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,1.06,
Uganda, Municipal water withdrawal,10^9 m3/year, I,0.33,
Uganda, Municipal water withdrawal as % of total withdrawal, %, I,51.49,
Uganda,Number of people undernourished (3-year average),1000 inhab, I,17600,
Uganda, Permanent crops area,1000 ha, X,2200,
Uganda, Population density,inhab/km2, E,189.36,
Uganda,Prevalence of undernourishment (3-year average), %, I,41,
Uganda, Produced municipal wastewater,10^9 m3/year, I,0.04,
Uganda, Rural population,1000 inhab, X,35412.69,
Uganda,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,168.24,
Uganda,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.04,
Uganda,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,49.55,
Uganda,SDG 6.4.1. Water Use Efficiency,US$/m3, I,38.74,
Uganda,SDG 6.4.2. Water Stress, %, E,5.83,
Uganda, Services, value added to GDP, current US$, X,17631806947
Uganda, Total area of the country (excl. coastal water),1000 ha, E,24155,
Uganda, Total freshwater withdrawal,10^9 m3/year, I,0.64,
Uganda, Total population,1000 inhab, X,45741.01,
Uganda, Total water withdrawal,10^9 m3/year, I,0.64,
Uganda, Total water withdrawal per capita,m3/inhab/year, E,13.93,
Uganda, Urban population,1000 inhab, X,11775.01,
United Republic of Tanzania, % of agricultural GVA produced by irrigated agriculture, %, E,5.96,
United Republic of Tanzania, % of total country area cultivated, %, E,16.38,
United Republic of Tanzania, Agricultural water withdrawal,10^9 m3/year, I,4.63,
United Republic of Tanzania, Agricultural water withdrawal as % of total renewable water resources, %, I,4.81,
United Republic of Tanzania, Agricultural water withdrawal as % of total water withdrawal, %, I,89.35,
United Republic of Tanzania, Agriculture, value added (% GDP), %, X,26.93
United Republic of Tanzania, Agriculture, value added to GDP, current US$, X,17895597352
United Republic of Tanzania, Arable land area,1000 ha, X,13502.5,
United Republic of Tanzania, Collected municipal wastewater,10^9 m3/year, I,0.03,
United Republic of Tanzania, Cultivated area (arable land + permanent crops),1000 ha, X,15521.2,
United Republic of Tanzania, Environmental Flow Requirements,10^9 m3/year, I,56.28,
United Republic of Tanzania,GDP Deflator (2015), , X,100.11,
United Republic of Tanzania, GDP per capita, current US$/inhab, X,1112.65,
United Republic of Tanzania,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.55,
United Republic of Tanzania, Gross Domestic Product (GDP), current US$, X,66463132810,
United Republic of Tanzania,Human Development Index (HDI) [highest = 1], , I,0.53,
United Republic of Tanzania, Industrial water withdrawal,10^9 m3/year, I,0.03,
United Republic of Tanzania, Industrial water withdrawal as % of total water withdrawal, %, I,0.48,
United Republic of Tanzania, Industry, value added to GDP, current US$, X,19405889732
United Republic of Tanzania, Irrigation water requirement,10^9 m3/year, I,0.97,
United Republic of Tanzania, Irrigation water withdrawal,10^9 m3/year, I,4.42,
United Republic of Tanzania,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,5.38,
United Republic of Tanzania, Municipal water withdrawal,10^9 m3/year, I,0.53,
United Republic of Tanzania, Municipal water withdrawal as % of total withdrawal, %, I,10.17,
United Republic of Tanzania,Number of people undernourished (3-year average),1000 inhab, X,13600,
United Republic of Tanzania, Permanent crops area,1000 ha, X,2018.7,
United Republic of Tanzania, Population density,inhab/km2, E,63.06,
United Republic of Tanzania,Prevalence of undernourishment (3-year average), %, X,23.4,
United Republic of Tanzania, Rural population,1000 inhab, X,40661.27,
United Republic of Tanzania,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,775.41,
United Republic of Tanzania,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.23,
United Republic of Tanzania,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,48.06,
United Republic of Tanzania,SDG 6.4.1. Water Use Efficiency,US$/m3, E,8.83,
United Republic of Tanzania,SDG 6.4.2. Water Stress, %, E,12.96,
United Republic of Tanzania, Services, value added to GDP, current US$, X,25353478583
United Republic of Tanzania, Total area of the country (excl. coastal water),1000 ha, E,94730,
United Republic of Tanzania, Total freshwater withdrawal,10^9 m3/year, I,5.18,
United Republic of Tanzania, Total population,1000 inhab, X,59734.22,
United Republic of Tanzania, Total water withdrawal,10^9 m3/year, I,5.18,
United Republic of Tanzania, Total water withdrawal per capita,m3/inhab/year, E,86.78,
United Republic of Tanzania, Urban population,1000 inhab, X,22113.35,
United Republic of Tanzania, Water withdrawal for livestock (watering and cleaning),10^9 m3/year, I,0.21,
Uzbekistan, % of agricultural GVA produced by irrigated agriculture, %, E,86.62,
Uzbekistan, % of total country area cultivated, %, E,9.89,
Uzbekistan, Agricultural water withdrawal,10^9 m3/year, I,54.36,
Uzbekistan, Agricultural water withdrawal as % of total renewable water resources, %, I,111.23,
Uzbekistan, Agricultural water withdrawal as % of total water withdrawal, %, I,92.29,
Uzbekistan, Agriculture, value added (% GDP), %, X,26.07
Uzbekistan, Agriculture, value added to GDP, current US$, X,15043465867
Uzbekistan, Arable land area,1000 ha, X,4023,
Uzbekistan, Cultivated area (arable land + permanent crops),1000 ha, X,4438.2,
Uzbekistan, Direct use of agricultural drainage water,10^9 m3/year, I,1.73,
Uzbekistan, Environmental Flow Requirements,10^9 m3/year, I,14,
Uzbekistan, Fresh groundwater withdrawal,10^9 m3/year, I,0.49,
Uzbekistan, Fresh surface water withdrawal,10^9 m3/year, I,58.41,
Uzbekistan,GDP Deflator (2015), , X,56.1,
Uzbekistan, GDP per capita, current US$/inhab, X,1724.19,
Uzbekistan, Gross Domestic Product (GDP), current US$, X,57707189749,
Uzbekistan,Human Development Index (HDI) [highest = 1], , I,0.71,
Uzbekistan, Industrial water withdrawal,10^9 m3/year, I,2.13,
Uzbekistan, Industrial water withdrawal as % of total water withdrawal, %, I,3.62,
Uzbekistan, Industry, value added to GDP, current US$, X,17650987547
Uzbekistan, Irrigation water requirement,10^9 m3/year, I,22.52,
Uzbekistan, Irrigation water withdrawal,10^9 m3/year, I,53.7,
Uzbekistan,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,120.53,
Uzbekistan, Municipal water withdrawal,10^9 m3/year, I,2.41,
Uzbekistan, Municipal water withdrawal as % of total withdrawal, %, I,4.09,
Uzbekistan,Number of people undernourished (3-year average),1000 inhab, I,800,
Uzbekistan, Permanent crops area,1000 ha, X,415.2,
Uzbekistan, Population density,inhab/km2, E,74.55,
Uzbekistan,Prevalence of undernourishment (3-year average), %, I,2.6,
Uzbekistan, Produced municipal wastewater,10^9 m3/year, I,0.34,
Uzbekistan, Rural population,1000 inhab, X,16479.5,
Uzbekistan,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,14.77,
Uzbekistan,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.43,
Uzbekistan,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,16.52,
Uzbekistan,SDG 6.4.1. Water Use Efficiency,US$/m3, I,1.6,
Uzbekistan,SDG 6.4.2. Water Stress, %, E,168.92,
Uzbekistan, Services, value added to GDP, current US$, X,22336277907
Uzbekistan, Total area of the country (excl. coastal water),1000 ha, E,44892,
Uzbekistan, Total freshwater withdrawal,10^9 m3/year, E,58.9,
Uzbekistan, Total population,1000 inhab, X,33469.2,
Uzbekistan, Total water withdrawal,10^9 m3/year, I,58.9,
Uzbekistan, Total water withdrawal per capita,m3/inhab/year, E,1759.83,
Uzbekistan, Urban population,1000 inhab, X,16756.33,
Uzbekistan, Water withdrawal for aquaculture,10^9 m3/year, I,0.66,
Viet Nam, % of agricultural GVA produced by irrigated agriculture, %, E,53.8,
Viet Nam, % of total country area cultivated, %, E,35.38,
Viet Nam, Agricultural water withdrawal,10^9 m3/year, I,77.75,
Viet Nam, Agricultural water withdrawal as % of total renewable water resources, %, I,8.79,
Viet Nam, Agricultural water withdrawal as % of total water withdrawal, %, I,94.78,
Viet Nam, Agriculture, value added (% GDP), %, X,14.85
Viet Nam, Agriculture, value added to GDP, current US$, X,40275602127
Viet Nam, Arable land area,1000 ha, X,6787,
Viet Nam, Area equipped for irrigation by direct use of not treated municipal wastewater,1000 ha, I,5.9,
Viet Nam, Capacity of the municipal wastewater treatment facilities,10^9 m3/year, I,0.42,
Viet Nam, Collected municipal wastewater,10^9 m3/year, I,0.2,
Viet Nam, Cultivated area (arable land + permanent crops),1000 ha, X,11718,
Viet Nam, Direct use of treated municipal wastewater,10^9 m3/year, I,0.17,
Viet Nam, Environmental Flow Requirements,10^9 m3/year, I,432.6,
Viet Nam, Fresh groundwater withdrawal,10^9 m3/year, I,1.4,
Viet Nam, Fresh surface water withdrawal,10^9 m3/year, I,80.46,
Viet Nam,GDP Deflator (2015), , X,104.89,
Viet Nam, GDP per capita, current US$/inhab, X,2785.72,
Viet Nam,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.31,
Viet Nam, Gross Domestic Product (GDP), current US$, X,271158437578,
Viet Nam,Human Development Index (HDI) [highest = 1], , I,0.69,
Viet Nam, Industrial water withdrawal,10^9 m3/year, I,3.07,
Viet Nam, Industrial water withdrawal as % of total water withdrawal, %, I,3.75,
Viet Nam, Industry, value added to GDP, current US$, X,77111189951
Viet Nam, Irrigation water requirement,10^9 m3/year, I,29.24,
Viet Nam,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,9.26,
Viet Nam, Municipal water withdrawal,10^9 m3/year, I,1.21,
Viet Nam, Municipal water withdrawal as % of total withdrawal, %, I,1.47,
Viet Nam, Not treated municipal wastewater,10^9 m3/year, I,1.77,
Viet Nam, Number of municipal wastewater treatment facilities, , I,34,
Viet Nam,Number of people undernourished (3-year average),1000 inhab, X,6000,
Viet Nam, Permanent crops area,1000 ha, X,4931,
Viet Nam, Population density,inhab/km2, E,293.87,
Viet Nam,Prevalence of undernourishment (3-year average), %, X,6.2,
Viet Nam, Produced municipal wastewater,10^9 m3/year, I,1.97,
Viet Nam, Rural population,1000 inhab, X,61632.9,
Viet Nam,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,23.91,
Viet Nam,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.27,
Viet Nam,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,100.56,
Viet Nam,SDG 6.4.1. Water Use Efficiency,US$/m3, I,2.63,
Viet Nam,SDG 6.4.2. Water Stress, %, E,18.13,
Viet Nam, Services, value added to GDP, current US$, X,127205012459
Viet Nam, Total area of the country (excl. coastal water),1000 ha, E,33123,
Viet Nam, Total freshwater withdrawal,10^9 m3/year, I,81.86,
Viet Nam, Total population,1000 inhab, X,97338.58,
Viet Nam, Total water withdrawal,10^9 m3/year, I,82.03,
Viet Nam, Total water withdrawal per capita,m3/inhab/year, E,842.73,
Viet Nam, Treated municipal wastewater,10^9 m3/year, I,0.2,
Viet Nam, Urban population,1000 inhab, X,36727.25,
Yemen, % of agricultural GVA produced by irrigated agriculture, %, E,54.51,
Yemen, % of total country area cultivated, %, E,2.75,
Yemen, Agricultural water withdrawal,10^9 m3/year, I,3.23,
Yemen, Agricultural water withdrawal as % of total renewable water resources, %, I,154.05,
Yemen, Agricultural water withdrawal as % of total water withdrawal, %, I,90.74,
Yemen, Agriculture, value added (% GDP), %, X,19.28
Yemen, Agriculture, value added to GDP, current US$, X,5389180647
Yemen, Arable land area,1000 ha, X,1158,
Yemen, Cultivated area (arable land + permanent crops),1000 ha, X,1452,
Yemen, Desalinated water produced,10^9 m3/year, I,0.03,
Yemen, Direct use of treated municipal wastewater,10^9 m3/year, I,0.01,
Yemen, Fresh groundwater withdrawal,10^9 m3/year, I,2.53,
Yemen, Fresh surface water withdrawal,10^9 m3/year, I,1.04,
Yemen,GDP Deflator (2015), , X,135.55,
Yemen, GDP per capita, current US$/inhab, X,937.38,
Yemen,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.74,
Yemen, Gross Domestic Product (GDP), current US$, X,27958344009,
Yemen,Human Development Index (HDI) [highest = 1], , I,0.46,
Yemen, Industrial water withdrawal,10^9 m3/year, I,0.07,
Yemen, Industrial water withdrawal as % of total water withdrawal, %, I,1.82,
Yemen, Industry, value added to GDP, current US$, X,5490063172
Yemen, Irrigation water requirement,10^9 m3/year, I,1.77,
Yemen,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,169.76,
Yemen, Municipal water withdrawal,10^9 m3/year, I,0.27,
Yemen, Municipal water withdrawal as % of total withdrawal, %, I,7.43,
Yemen, Number of municipal wastewater treatment facilities, , I,20,
Yemen,Number of people undernourished (3-year average),1000 inhab, X,12500,
Yemen, Permanent crops area,1000 ha, X,294,
Yemen, Population density,inhab/km2, E,56.49,
Yemen,Prevalence of undernourishment (3-year average), %, X,42.8,
Yemen, Produced municipal wastewater,10^9 m3/year, I,0.13,
Yemen, Rural population,1000 inhab, X,18779.89,
Yemen,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,62.31,
Yemen,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.67,
Yemen,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,46.42,
Yemen,SDG 6.4.1. Water Use Efficiency,US$/m3, I,5.19,
Yemen,SDG 6.4.2. Water Stress, %, I,169.76,
Yemen, Services, value added to GDP, current US$, X,16674270101
Yemen, Total area of the country (excl. coastal water),1000 ha, E,52797,
Yemen, Total freshwater withdrawal,10^9 m3/year, I,3.56,
Yemen, Total population,1000 inhab, X,29825.96,
