Country, Variable, Unit, Symbol,"""2020"""
Chad,SDG 6.4.2. Water Stress, %, E,4.29
Chad, Seasonal variability (WRI), , I,3.8
Chad, Surface water produced internally,10^9 m3/year, I,13.5
Chad, Surface water: accounted flow of border rivers,10^9 m3/year, I, 
Chad, Surface water: accounted inflow,10^9 m3/year, I,30.7
Chad, Surface water: entering the country (total),10^9 m3/year, I,30.7
Chad, Surface water: inflow not submitted to treaties,10^9 m3/year, I,30.7
Chad, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Chad, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Chad, Surface water: leaving the country to other countries (total),10^9 m3/year, I,10.15
Chad, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I,10.15
Chad, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Chad, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Chad, Surface water: total external renewable,10^9 m3/year, I,30.7
Chad, Surface water: total flow of border rivers,10^9 m3/year, I, 
Chad, Total freshwater withdrawal,10^9 m3/year, I,0.88
Chad, Total internal renewable water resources (IRWR),10^9 m3/year, I,15
Chad, Total internal renewable water resources per capita,m3/inhab/year, E,913.19
Chad, Total renewable groundwater,10^9 m3/year, I,11.5
Chad, Total renewable surface water,10^9 m3/year, I,44.2
Chad, Total renewable water resources,10^9 m3/year, I,45.7
Chad, Total renewable water resources per capita,m3/inhab/year, E,2782.2
Chad, Total water withdrawal,10^9 m3/year, I,0.88
Chad, Total water withdrawal per capita,m3/inhab/year, E,53.55
Chad, Water resources: total external renewable,10^9 m3/year, I,30.7
Comoros, Agricultural water withdrawal,10^9 m3/year, I, 
Comoros, Agricultural water withdrawal as % of total renewable water resources, %, I,0.39
Comoros, Agricultural water withdrawal as % of total water withdrawal, %, I,47
Comoros, Dependency ratio, %, I, 
Comoros, Groundwater produced internally,10^9 m3/year, I,1
Comoros, Groundwater: accounted inflow,10^9 m3/year, I, 
Comoros, Groundwater: accounted outflow to other countries,10^9 m3/year, I, 
Comoros, Groundwater: entering the country (total),10^9 m3/year, I, 
Comoros, Groundwater: leaving the country to other countries (total),10^9 m3/year, I, 
Comoros, Industrial water withdrawal,10^9 m3/year, I, 
Comoros, Industrial water withdrawal as % of total water withdrawal, %, I,5
Comoros, Long-term average annual precipitation in depth, mm/year, I,900
Comoros, Long-term average annual precipitation in volume,10^9 m3/year, I,1.67
Comoros,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,0.83
Comoros, Municipal water withdrawal,10^9 m3/year, I, 
Comoros, Municipal water withdrawal as % of total withdrawal, %, I,48
Comoros, National Rainfall Index (NRI), mm/year, I,2304
Comoros, Overlap between surface water and groundwater,10^9 m3/year, I, 
Comoros, Overlap: between surface water and groundwater,10^9 m3/year, I, 
Comoros,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,189.04
Comoros,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.12
Comoros,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,126.11
Comoros,SDG 6.4.1. Water Use Efficiency,US$/m3, I,70.04
Comoros,SDG 6.4.2. Water Stress, %, I,0.83
Comoros, Surface water produced internally,10^9 m3/year, I,0.2
Comoros, Surface water: accounted flow of border rivers,10^9 m3/year, I, 
Comoros, Surface water: accounted inflow,10^9 m3/year, I, 
Comoros, Surface water: entering the country (total),10^9 m3/year, I, 
Comoros, Surface water: inflow not submitted to treaties,10^9 m3/year, I, 
Comoros, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Comoros, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Comoros, Surface water: leaving the country to other countries (total),10^9 m3/year, I, 
Comoros, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I, 
Comoros, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Comoros, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Comoros, Surface water: total external renewable,10^9 m3/year, I, 
Comoros, Surface water: total flow of border rivers,10^9 m3/year, I, 
Comoros, Total exploitable water resources,10^9 m3/year, I,1.02
Comoros, Total freshwater withdrawal,10^9 m3/year, I,0.01
Comoros, Total internal renewable water resources (IRWR),10^9 m3/year, I,1.2
Comoros, Total internal renewable water resources per capita,m3/inhab/year, E,1379.94
Comoros, Total renewable groundwater,10^9 m3/year, I,1
Comoros, Total renewable surface water,10^9 m3/year, I,0.2
Comoros, Total renewable water resources,10^9 m3/year, I,1.2
Comoros, Total renewable water resources per capita,m3/inhab/year, E,1379.94
Comoros, Total water withdrawal,10^9 m3/year, I,0.01
Comoros, Total water withdrawal per capita,m3/inhab/year, E,11.5
Comoros, Water resources: total external renewable,10^9 m3/year, I, 
Congo, Agricultural water withdrawal,10^9 m3/year, I, 
Congo, Agricultural water withdrawal as % of total renewable water resources, %, I, 
Congo, Agricultural water withdrawal as % of total water withdrawal, %, E,4.36
Congo, Dam capacity per capita,m3/inhab, E,1.63
Congo, Dependency ratio, %, I,73.32
Congo, Environmental Flow Requirements,10^9 m3/year, I,664.4
Congo, Fresh groundwater withdrawal,10^9 m3/year, I,0.02
Congo, Fresh surface water withdrawal,10^9 m3/year, I,0.02
Congo, Groundwater produced internally,10^9 m3/year, I,122
Congo, Groundwater: accounted inflow,10^9 m3/year, I, 
Congo, Groundwater: accounted outflow to other countries,10^9 m3/year, I, 
Congo, Groundwater: entering the country (total),10^9 m3/year, I, 
Congo, Groundwater: leaving the country to other countries (total),10^9 m3/year, I, 
Congo, Industrial water withdrawal,10^9 m3/year, I,0.02
Congo, Industrial water withdrawal as % of total water withdrawal, %, E,26.17
Congo, Interannual variability (WRI), , I,0.8
Congo, Irrigation water requirement,10^9 m3/year, I, 
Congo, Long-term average annual precipitation in depth, mm/year, I,1646
Congo, Long-term average annual precipitation in volume,10^9 m3/year, I,562.93
Congo,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,0.01
Congo, Municipal water withdrawal,10^9 m3/year, I,0.06
Congo, Municipal water withdrawal as % of total withdrawal, %, E,69.47
Congo, National Rainfall Index (NRI), mm/year, I,1653
Congo, Overlap between surface water and groundwater,10^9 m3/year, I,122
Congo, Overlap: between surface water and groundwater,10^9 m3/year, I,122
Congo,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,160.9
Congo,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.18
Congo,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,60.81
Congo,SDG 6.4.1. Water Use Efficiency,US$/m3, I,84.36
Congo,SDG 6.4.2. Water Stress, %, E,0.03
Congo, Seasonal variability (WRI), , I,1.8
Congo, Surface water produced internally,10^9 m3/year, I,222
Congo, Surface water: accounted flow of border rivers,10^9 m3/year, I,558
Congo, Surface water: accounted inflow,10^9 m3/year, I,610
Congo, Surface water: entering the country (total),10^9 m3/year, I,52
Congo, Surface water: inflow not submitted to treaties,10^9 m3/year, I,52
Congo, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Congo, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Congo, Surface water: leaving the country to other countries (total),10^9 m3/year, I,197
Congo, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I,197
Congo, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Congo, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Congo, Surface water: total external renewable,10^9 m3/year, I,610
Congo, Total dam capacity,km3, E,0.01
Congo, Total freshwater withdrawal,10^9 m3/year, I,0.05
Congo, Total internal renewable water resources (IRWR),10^9 m3/year, I,222
Congo, Total internal renewable water resources per capita,m3/inhab/year, E,40231.33
Congo, Total renewable groundwater,10^9 m3/year, I,122
Congo, Total renewable surface water,10^9 m3/year, I,832
Congo, Total renewable water resources,10^9 m3/year, I,832
Congo, Total renewable water resources per capita,m3/inhab/year, E,150776.89
Congo, Total water withdrawal,10^9 m3/year, E,0.09
Congo, Total water withdrawal per capita,m3/inhab/year, E,16.62
Congo, Treated municipal wastewater,10^9 m3/year, I, 
Congo, Water resources: total external renewable,10^9 m3/year, I,610
Côte d'Ivoire, Agricultural water withdrawal,10^9 m3/year, I,0.6
Côte d'Ivoire, Agricultural water withdrawal as % of total renewable water resources, %, I,0.71
Côte d'Ivoire, Agricultural water withdrawal as % of total water withdrawal, %, I,51.64
Côte d'Ivoire, Dam capacity per capita,m3/inhab, E,1411.92
Côte d'Ivoire, Dependency ratio, %, I,8.68
Côte d'Ivoire, Environmental Flow Requirements,10^9 m3/year, I,61.3
Côte d'Ivoire, Exploitable: regular renewable surface water,10^9 m3/year, I,39
Côte d'Ivoire, Exploitable: total renewable surface water,10^9 m3/year, I,39
Côte d'Ivoire, Groundwater produced internally,10^9 m3/year, I,37.84
Côte d'Ivoire, Groundwater: accounted inflow,10^9 m3/year, I, 
Côte d'Ivoire, Groundwater: accounted outflow to other countries,10^9 m3/year, I, 
Côte d'Ivoire, Groundwater: entering the country (total),10^9 m3/year, I, 
Côte d'Ivoire, Groundwater: leaving the country to other countries (total),10^9 m3/year, I, 
Côte d'Ivoire, Industrial water withdrawal,10^9 m3/year, I,0.24
Côte d'Ivoire, Industrial water withdrawal as % of total water withdrawal, %, I,20.83
Côte d'Ivoire, Interannual variability (WRI), , I,1.1
Côte d'Ivoire, Irrigation water requirement,10^9 m3/year, I,0.14
Côte d'Ivoire, Irrigation water withdrawal,10^9 m3/year, I,0.6
Côte d'Ivoire, Long-term average annual precipitation in depth, mm/year, I,1348
Côte d'Ivoire, Long-term average annual precipitation in volume,10^9 m3/year, I,434.68
Côte d'Ivoire,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,1.38
Côte d'Ivoire, Municipal water withdrawal,10^9 m3/year, I,0.32
Côte d'Ivoire, Municipal water withdrawal as % of total withdrawal, %, I,27.54
Côte d'Ivoire, National Rainfall Index (NRI), mm/year, I,1187
Côte d'Ivoire, Overlap between surface water and groundwater,10^9 m3/year, I,35
Côte d'Ivoire, Overlap: between surface water and groundwater,10^9 m3/year, I,35
Côte d'Ivoire,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,45.89
Côte d'Ivoire,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.32
Côte d'Ivoire,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,104.55
Côte d'Ivoire,SDG 6.4.1. Water Use Efficiency,US$/m3, E,38.51
Côte d'Ivoire,SDG 6.4.2. Water Stress, %, E,5.09
Côte d'Ivoire, Seasonal variability (WRI), , I,2.8
Côte d'Ivoire, Surface water produced internally,10^9 m3/year, I,74
Côte d'Ivoire, Surface water: accounted flow of border rivers,10^9 m3/year, I,3
Côte d'Ivoire, Surface water: accounted inflow,10^9 m3/year, I,7.3
Côte d'Ivoire, Surface water: entering the country (total),10^9 m3/year, I,4.3
Côte d'Ivoire, Surface water: inflow not submitted to treaties,10^9 m3/year, I,4.3
Côte d'Ivoire, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Côte d'Ivoire, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Côte d'Ivoire, Surface water: leaving the country to other countries (total),10^9 m3/year, I,13.2
Côte d'Ivoire, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I,13.2
Côte d'Ivoire, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Côte d'Ivoire, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Côte d'Ivoire, Surface water: total external renewable,10^9 m3/year, I,7.3
Côte d'Ivoire, Surface water: total flow of border rivers,10^9 m3/year, I,5.9
Côte d'Ivoire, Total dam capacity,km3, E,37.24
Côte d'Ivoire, Total exploitable water resources,10^9 m3/year, I,39
Côte d'Ivoire, Total freshwater withdrawal,10^9 m3/year, I,1.16
Côte d'Ivoire, Total internal renewable water resources (IRWR),10^9 m3/year, I,76.84
Côte d'Ivoire, Total internal renewable water resources per capita,m3/inhab/year, E,2913
Côte d'Ivoire, Total renewable groundwater,10^9 m3/year, I,37.84
Côte d'Ivoire, Total renewable surface water,10^9 m3/year, I,81.3
Côte d'Ivoire, Total renewable water resources,10^9 m3/year, I,84.14
Côte d'Ivoire, Total renewable water resources per capita,m3/inhab/year, E,3189.75
Côte d'Ivoire, Total water withdrawal,10^9 m3/year, I,1.16
Côte d'Ivoire, Total water withdrawal per capita,m3/inhab/year, E,44.05
Côte d'Ivoire, Treated municipal wastewater,10^9 m3/year, I, 
Côte d'Ivoire, Water resources: total external renewable,10^9 m3/year, I,7.3
Democratic People's Republic of Korea, Agricultural water withdrawal,10^9 m3/year, I,6.61
Democratic People's Republic of Korea, Agricultural water withdrawal as % of total renewable water resources, %, I,8.57
Democratic People's Republic of Korea, Agricultural water withdrawal as % of total water withdrawal, %, I,76.35
Democratic People's Republic of Korea, Dam capacity per capita,m3/inhab, E,823.4
Democratic People's Republic of Korea, Dependency ratio, %, I,13.16
Democratic People's Republic of Korea, Environmental Flow Requirements,10^9 m3/year, I,45.94
Democratic People's Republic of Korea, Groundwater produced internally,10^9 m3/year, I,13
Democratic People's Republic of Korea, Groundwater: accounted inflow,10^9 m3/year, I, 
Democratic People's Republic of Korea, Groundwater: accounted outflow to other countries,10^9 m3/year, I, 
Democratic People's Republic of Korea, Groundwater: entering the country (total),10^9 m3/year, I, 
Democratic People's Republic of Korea, Groundwater: leaving the country to other countries (total),10^9 m3/year, I, 
Democratic People's Republic of Korea, Industrial water withdrawal,10^9 m3/year, I,1.15
Democratic People's Republic of Korea, Industrial water withdrawal as % of total water withdrawal, %, I,13.23
Democratic People's Republic of Korea, Interannual variability (WRI), , I,1.3
Democratic People's Republic of Korea, Irrigation water requirement,10^9 m3/year, I,3.02
Democratic People's Republic of Korea, Long-term average annual precipitation in depth, mm/year, I,1054
Democratic People's Republic of Korea, Long-term average annual precipitation in volume,10^9 m3/year, I,127.05
Democratic People's Republic of Korea,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,11.22
